paper_id,title,abstract,authors,journal,year,volume,issue,pages,publisher,doi,url,type
paper_021,Designing Behavior-Aware AI to Improve the Human-AI Team Performance in AI-Assisted Decision Making,"With the rapid development of decision aids that are driven by AI models, the practice of AI-assisted decision making has become increasingly prevalent. To improve the human-AI team performance in decision making, earlier studies mostly focus on enhancing humans' capability in better utilizing a given AI-driven decision aid. In this paper, we tackle this challenge through a complementary approach—we aim to train ""behavior-aware AI"" by adjusting the AI model underlying the decision aid to account for humans' behavior in adopting AI advice. In particular, as humans are observed to accept AI advice more when their confidence in their own judgement is low, we propose to train AI models with a human-confidence-based instance weighting strategy, instead of solving the standard empirical risk minimization problem. Under an assumed, threshold-based model characterizing when humans will adopt the AI advice, we first derive the optimal instance weighting strategy for training AI models. We then validate the efficacy and robustness of our proposed method in improving the human-AI joint decision making performance through systematic experimentation on synthetic datasets. Finally, via randomized experiments with real human subjects along with their actual behavior in adopting the AI advice, we demonstrate that our method can significantly improve the decision making performance of the human-AI team in practice.",Syed Hasan Amin Mahmood; Zhuoran Lu; Ming Yin,Proceedings of the Thirty-ThirdInternational Joint Conference on Artificial Intelligence,2024,,,3106-3114,International Joint Conferences on Artificial Intelligence Organization,10.24963/ijcai.2024/344,https://doi.org/10.24963/ijcai.2024/344,proceedings-article
paper_022,Explaining AI weaknesses improves human–AI performance in a dynamic control task,,Tobias Rieger; Hanna Schindler; Linda Onnasch; Eileen Roesler,International Journal of Human-Computer Studies,2025,199,,103505,Elsevier BV,10.1016/j.ijhcs.2025.103505,https://doi.org/10.1016/j.ijhcs.2025.103505,journal-article
paper_023,Optimizing Remote Work Performance Management: Ethical Implications of Ai and Ai Advancements,,Roopa Shettigar; A. Ravisankar; Vilis Pawar; Gangu Naidu Mandala,SSRN Electronic Journal,2025,,,,Elsevier BV,10.2139/ssrn.5076173,https://doi.org/10.2139/ssrn.5076173,journal-article
paper_024,Benchmarking the Performance and Energy Efficiency of AI Accelerators for AI Training,,Yuxin Wang; Qiang Wang; Shaohuai Shi; Xin He; Zhenheng Tang; Kaiyong Zhao; Xiaowen Chu,"2020 20th IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing (CCGRID)",2020,,,744-751,IEEE,10.1109/ccgrid49817.2020.00-15,https://doi.org/10.1109/ccgrid49817.2020.00-15,proceedings-article
paper_025,"Towards Ethical AI: Empirically Investigating Dimensions of AI Ethics, Trust Repair, and Performance in Human-AI Teaming","Objective Determining the efficacy of two trust repair strategies (apology and denial) for trust violations of an ethical nature by an autonomous teammate. Background While ethics in human-AI interaction is extensively studied, little research has investigated how decisions with ethical implications impact trust and performance within human-AI teams and their subsequent repair. Method Forty teams of two participants and one autonomous teammate completed three team missions within a synthetic task environment. The autonomous teammate made an ethical or unethical action during each mission, followed by an apology or denial. Measures of individual team trust, autonomous teammate trust, human teammate trust, perceived autonomous teammate ethicality, and team performance were taken. Results Teams with unethical autonomous teammates had significantly lower trust in the team and trust in the autonomous teammate. Unethical autonomous teammates were also perceived as substantially more unethical. Neither trust repair strategy effectively restored trust after an ethical violation, and autonomous teammate ethicality was not related to the team score, but unethical autonomous teammates did have shorter times. Conclusion Ethical violations significantly harm trust in the overall team and autonomous teammate but do not negatively impact team score. However, current trust repair strategies like apologies and denials appear ineffective in restoring trust after this type of violation. Application This research highlights the need to develop trust repair strategies specific to human-AI teams and trust violations of an ethical nature.",Beau G. Schelble; Jeremy Lopez; Claire Textor; Rui Zhang; Nathan J. McNeese; Richard Pak; Guo Freeman,Human Factors: The Journal of the Human Factors and Ergonomics Society,2024,66,4,1037-1055,SAGE Publications,10.1177/00187208221116952,https://doi.org/10.1177/00187208221116952,journal-article
paper_026,An AI model performance benchmarking harness for reproducible performance evaluation,,Jakob Adams; Venkat Dasari; Manuel Vindiola,The ITEA Journal of Test and Evaluation,2025,46,1,,International Test and Evaluation Association,10.61278/itea.46.1.1005,https://doi.org/10.61278/itea.46.1.1005,journal-article
paper_027,Assessing the Performance of AI-Managed Portfolios,,Mauricio Praxmarer; Iván Simon,SSRN Electronic Journal,2024,,,,Elsevier BV,10.2139/ssrn.5037553,https://doi.org/10.2139/ssrn.5037553,journal-article
paper_028,AI-Based Advertisement Optimization and Performance Analytics,"The AI-Based Advertisement Optimization and Performance Analytics program aims to revolutionize digital marketing by way of real-time automation and optimization of advertising campaigns using AI. The architecture proposes in making use of advanced machine learning algorithms and data analytics to analyze massive amounts of ad performance data, theirs including and not limited to click-through rates, conversion rates, audience demographics, engagement rates, and temporal patterns, and develop key performance indicators or useful insights on the paved way of real-time automated marketing and optimization of advertising campaigns through AI. The system's other operations engage predictive modeling approaches to provide ad placements, formats, and budgets, recommending them dynamically while maximizing returns and minimizing costs per click, complemented also by audience sentiment estimation involving reviews and feedback input via techniques like natural language processing(NLP) for context-relevant advertising. Reinforcement learning agents attach and hook advertisements continuously trained from fresh data and change strategies accordingly to keep ads flexible and performance-driven. The solution provides stakeholders with interactive dashboards through which they can view and appreciate real-time ad performance across different platforms like Facebook, Instagram, and Google Ads, while analyzing and visualizing each campaign's reach and impact. The research really is a testament to AI being poised to radically change digital advertising by making it more intelligent, effective, and data-driven. It certainly raises the bar for client targeting precision, hence promoting data-based, well-informed marketing decisions and laying a well-considered foundation for independent management of ad campaigns.",K. Swetha; Dr. T. Ananth Kumar; Dr. P. Kanimozhi,Asian Journal of Applied Science and Technology,2025,09,02,10-21,Nemeth Publishers,10.38177/ajast.2025.9202,https://doi.org/10.38177/ajast.2025.9202,journal-article
paper_029,Performance Evaluation of Virtual Mouse Using AI,"This paper proposes a way of controlling the position of the mouse cursor with the help of a fingertip without using any electronic device. We can perform the operations like clicking and dragging objects easily with help of different hand gestures. The only necessary input device for the suggested system is a webcam. The software will need to be implemented using Python and OpenCV. The output of the webcam will be shown on the computer's screen so that the user can fine-tune it. NumPy, Autopy, and Media pipe are the Python requirements that will be utilised to create this system. Key Word: Open Cv, Autopy, Mediapipe Numpy; Calibrated, Gesture.",Naman Tiwari; Piyush Tiwari; Akruti Sonawane; Rupali Satpute,International Journal Of Recent Trends In Multidisciplinary Research,2023,,,87-90,Fifth Dimension Research Publications,10.59256/ijrtmr.20230402c19,https://doi.org/10.59256/ijrtmr.20230402c19,journal-article
paper_030,Generative AI text summarization performance analysis prospects,AI investment world trends analysis in scope based on venture investments timeline by domain visualization and researches proves that not all AI-agent development projects are successful. The current paper describes an AI-agent performance analysis approach based on LLM-specific metrics and scenario-specific metrics. The AI-agent for highlights generation is in focus as an object of performance analysis.,Oleksandr Tsypliak; Volodymyr Artemchuk,"Modeling, Control and Information Technologies",2025,,7,132-135,National University of Water and Environmental Engineering,10.31713/mcit.2024.037,https://doi.org/10.31713/mcit.2024.037,journal-article
paper_031,Comparing ai detectors: evaluating performance and efficiency,"The widespread utilization of AI tools such as ChatGPT has become increasingly prevalent among learners, posing a threat to academic integrity. This study seeks to evaluate capability and efficiency of AI detection tools in distinguishing between human-authored and AI-generated works. Three-paragraph works on “AutoCAD and Architecture” were generated through ChatGPT, and three human-written works were subjected to evaluation. AI detection tools such as GPTZero, Copyleaks and Writer AI were used to evaluate these paragraphs. Parameters such as “Human/Human Text/Human Generated Text” and “AI/AI Content Detected” were used to evaluate the performance of the three AI detection tools in evaluating outputs. Findings indicate that GPT Zero and Copyleaks have higher reliability in determining human-authored work and AI generated work while Writer AI showed a notable content classification of “Human Generated Content” on all tested outputs showing less sensitivity on determining human-authored work and AI generated work. Findings indicate that the use of Artificial Intelligence as an AI detection tool should be accompanied with thorough validation and cross-referencing of results.",Jeremie Busio Legaspi; Roan Joyce Ohoy Licuben; Emmanuel Alegado Legaspi; Joven Aguinaldo Tolentino,International Journal of Science and Research Archive,2024,12,2,833-838,GSC Online Press,10.30574/ijsra.2024.12.2.1276,https://doi.org/10.30574/ijsra.2024.12.2.1276,journal-article
paper_032,AI‐enabled IT capability and organizational performance,"AbstractIn recent years, with the rapid development of information technology, the impact of AI on budget management and organizational performance has attracted attention. This paper studies application of AI in budget management. Applying AI in capital budgeting and financial budgeting is effective in a changeable environment. At the same time, it has been found that AI can significantly improve organizational performance.",Fang Wang,Systems Research and Behavioral Science,2022,39,3,609-617,Wiley,10.1002/sres.2852,https://doi.org/10.1002/sres.2852,journal-article
paper_033,Elevating Performance Through AI-Driven Mock Interviews,"Abstract: This paper proposes an innovative AI-based mock interview platform designed to enhance interview preparedness by assessing candidates across three key dimensions: emotions, confidence, and knowledge. Utilizing deep learning convolutional neural networks, the system analyzes facial expressions to gauge emotional responses, while speech recognition and natural language processing evaluate the candidate's confidence levels. Additionally, semantic analysis and keyword mapping assess the candidate's knowledge by comparing responses with relevant online resources. This comprehensive approach aims to reduce pre-interview anxiety, boost confidence, and refine interview skills, providing a more effective preparation tool compared to traditional methods.",Pankaj Rambhau Patil,International Journal for Research in Applied Science and Engineering Technology,2024,12,6,1136-1139,International Journal for Research in Applied Science and Engineering Technology (IJRASET),10.22214/ijraset.2024.63277,https://doi.org/10.22214/ijraset.2024.63277,journal-article
paper_034,Lossy DICOM conversion may affect AI performance,"Abstract Many pathologies have started to digitize their glass slides. To ensure long term accessibility, it is desirable to store them in the DICOM format. Currently, many scanners initially store the images in vendor-specific formats and only provide DICOM converters, with only a few producing DICOM directly. However, such a conversion is not lossless for all vendors, and in the case of MRXS files even overlapping tile handling differs. The resulting consequences have not yet been investigated. We converted MRXS files depicting bladder, ovarian and prostate tissue into DICOM images using the 3D Histech/Sysmex converter and an open-source tool both using baseline JPEG for the re-compression. After conversion no human perceptible differences were present between the images, nevertheless they were not identical and had structure similarity indices (SSIM) of ~ 0.85 to ~ 0.96 on average, while the vendor specific converter in general achieved higher values. AI models based on CNNs and current foundation models could distinguish between the original and the converted images in most cases with an accuracy of up to 99.5%. And already trained AI models showed significant performance differences between the image formats in five out of 64 scenarios, mainly when only little data was used during AI training. So, if DICOM images are intended for a diagnostic use, all processes and algorithms must be (re-)evaluated with the converted files, as images are not identical. Nevertheless, the DICOM format is an excellent opportunity to ensure interoperability in future, as some first AI trainings with converted files did not result in systematically decreased performances.",Robin Sebastian Mayer; Fabian Fliedner; Ingvild Frøberg Mathisen; Anna Laib; Julia Bein; Marco Eichelberg; Peter J. Wild; Nadine Flinner,Scientific Reports,2025,15,1,,Springer Science and Business Media LLC,10.1038/s41598-025-02851-w,https://doi.org/10.1038/s41598-025-02851-w,journal-article
paper_035,Performance of AI Systems in Detecting Caries,,Not Available,Dental Abstracts,2025,70,2,154-155,Elsevier BV,10.1016/j.denabs.2025.02.039,https://doi.org/10.1016/j.denabs.2025.02.039,journal-article
paper_036,Artificial Intelligence (AI) Towards Students’ Academic Performance,"The study examines the impact of artificial intelligence (AI) on students’ academic performance, focusing on factors such as improved student performance, attitudes toward learning, motivation for study habits, and learning mechanisms. Further, it aims to evaluate and analyze how AI enhances student academic outcomes. A mixed-methods approach, incorporating focus group discussions (FGD), was used to gather quantitative and qualitative data. Random sampling was employed to select a sample size of 100 respondents based on predefined criteria. The results indicate that AI effectively targets the specific learning needs of students, facilitating comprehensive and improved learning experiences. It identifies struggling learners and provides necessary interventions and support to enhance their academic performance. Additionally, AI accurately measures and enhances students’ attitudes toward learning, offering deeper insights into the learning process. It also boosts students’ motivation toward study habits and learning behavior. Furthermore, AI’s adaptive learning mechanisms guide students’ learning processes and provide valuable feedback.",Leovigildo Lito D. Mallillin,Innovare Journal of Education,2024,,,16-21,Innovare Academic Sciences Pvt Ltd,10.22159/ijoe.2024v12i4.51665,https://doi.org/10.22159/ijoe.2024v12i4.51665,journal-article
paper_037,AI-Based Intelligent CCTV Detection Performance Improvement,,Dongju Ryu; Seung Hee Kim,Jouranl of Information and Security,2023,23,5,117-123,Korea Convergence Security Association,10.33778/kcsa.2023.23.5.117,https://doi.org/10.33778/kcsa.2023.23.5.117,journal-article
paper_038,Student Performance Prediction using AI and ML,"Abstract: As we all know that due to this pandemic situation many problems had been faced in the education stream. As we saw that the most of the students got good marks and on the other hand most students got lesser or average marks. In Critical case the good students got average marks or lesser then there expectations. As a result, all students got the admission but if the person is not that capable but taking admission to that college due to good result .So it seems unfair so to resolve this loophole, we decided to build a software for student performance prediction. It is an important desire in most of the educational departments and institutes to predict the student’s performance. Machine Learning algorithm and descriptive datasets include school, Sex, Age, Address, Family size, P status, M education, F education, M job, F job, Reason, Guardians, Travel time, Study time, Failures, School sup, Family sup, Activities, Free time, Go out, Health, attendance. We have been considered that the prediction and classification of student performance respectively using three type of machine learning algorithms such as Random Forest, ANN, XG Boost are implemented to predict the student’s academic performance. The prediction based models are created to predict academic outcomes of student performance at the end of the year each. The analysis of demographical attributes release that they are also potential indicators of a student's academic success or failure. The results of these case study gives techniques for accurately predicting student performance, and compare the accuracy with MI algorithms Index Terms- ML and AI, ANN, Random Forest, XG Boost prediction model. Index Terms- ML and AI, ANN, Random Forest, XG Boost prediction model. Keywords: Machine Learning, XG-BOOST, Random ForestAlgorithm , Artificial Neural Network, Social Media Post.",Dr. Ankita Karale; Ayushi Narlawar; Bhushan Bhujba; Sakshi Bharit,International Journal for Research in Applied Science and Engineering Technology,2022,10,6,1644-1650,International Journal for Research in Applied Science and Engineering Technology (IJRASET),10.22214/ijraset.2022.44032,https://doi.org/10.22214/ijraset.2022.44032,journal-article
paper_039,Data Frequency Coverage Impact on AI Performance,,Erin Lanus; Brian Lee; Jaganmohan Chandrasekaran; Laura J. Freeman; M S Raunak; Raghu N. Kacker; D. Richard Kuhn,"2025 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",2025,,,258-267,IEEE,10.1109/icstw64639.2025.10962464,https://doi.org/10.1109/icstw64639.2025.10962464,proceedings-article
paper_040,AI in Employee Engagement and Performance Management,"This research aims to investigate the perspectives offered by the literature on artificial intelligence (AI) in relation to chatbots, Industries, and Economics Policy Uncertainty in emerging nations. This paper explores and summarizes current theoretical and empirical studies on the issue. It begins by providing a summary of AI, chatbots. The literature is identified in a second way, utilizing conceptual and practical knowledge from published works. Furthermore, this paper clarified theoretical methodologies that describes how these strategies function. This work advances the fields of AI, chatbots, industries, and Employee Engagement and Performance Management Introduction.",Sabahat Marcus,The Critical Review of Social Sciences Studies,2025,3,2,2428-2435,Ali Institute of Research & Skills Development,10.59075/x61bde56,https://doi.org/10.59075/x61bde56,journal-article
paper_041,Generative AI text summarization performance analysis prospects,AI investment world trends analysis in scope based on venture investments timeline by domain visualization and researches proves that not all AI-agent development projects are successful. The current paper describes an AI-agent performance analysis approach based on LLM-specific metrics and scenario-specific metrics. The AI-agent for highlights generation is in focus as an object of performance analysis.,Oleksandr Tsypliak; Volodymyr Artemchuk,"Modeling, Control and Information Technologies",2025,,7,132-135,National University of Water and Environmental Engineering,10.31713/mcit.2024.037,https://doi.org/10.31713/mcit.2024.037,journal-article
paper_042,Assessing the Performance of AI-Managed Portfolios,,Mauricio Praxmarer; Iván Simon,SSRN Electronic Journal,2024,,,,Elsevier BV,10.2139/ssrn.5037553,https://doi.org/10.2139/ssrn.5037553,journal-article
paper_043,The Disappointing Performance of AI-Powered Funds,,Gary Smith; Sam Wyatt,The Journal of Investing,2025,34,3,74-83,With Intelligence LLC,10.3905/joi.2025.1.346,https://doi.org/10.3905/joi.2025.1.346,journal-article
paper_044,Performance of AI Systems in Detecting Caries,,Not Available,Dental Abstracts,2025,70,2,154-155,Elsevier BV,10.1016/j.denabs.2025.02.039,https://doi.org/10.1016/j.denabs.2025.02.039,journal-article
paper_045,Artificial Intelligence (AI) Towards Students’ Academic Performance,"The study examines the impact of artificial intelligence (AI) on students’ academic performance, focusing on factors such as improved student performance, attitudes toward learning, motivation for study habits, and learning mechanisms. Further, it aims to evaluate and analyze how AI enhances student academic outcomes. A mixed-methods approach, incorporating focus group discussions (FGD), was used to gather quantitative and qualitative data. Random sampling was employed to select a sample size of 100 respondents based on predefined criteria. The results indicate that AI effectively targets the specific learning needs of students, facilitating comprehensive and improved learning experiences. It identifies struggling learners and provides necessary interventions and support to enhance their academic performance. Additionally, AI accurately measures and enhances students’ attitudes toward learning, offering deeper insights into the learning process. It also boosts students’ motivation toward study habits and learning behavior. Furthermore, AI’s adaptive learning mechanisms guide students’ learning processes and provide valuable feedback.",Leovigildo Lito D. Mallillin,Innovare Journal of Education,2024,,,16-21,Innovare Academic Sciences Pvt Ltd,10.22159/ijoe.2024v12i4.51665,https://doi.org/10.22159/ijoe.2024v12i4.51665,journal-article
paper_046,AI-Based Intelligent CCTV Detection Performance Improvement,,Dongju Ryu; Seung Hee Kim,Jouranl of Information and Security,2023,23,5,117-123,Korea Convergence Security Association,10.33778/kcsa.2023.23.5.117,https://doi.org/10.33778/kcsa.2023.23.5.117,journal-article
paper_047,Firm AI Adoption Intensity and Marketing Performance,,Jing Chen; Wenkai Zhou; Gary L. Frankwick,Journal of Computer Information Systems,2025,65,2,172-189,Informa UK Limited,10.1080/08874417.2023.2277751,https://doi.org/10.1080/08874417.2023.2277751,journal-article
paper_048,Linking AI quality performance and customer engagement: The moderating effect of AI preference,,Catherine Prentice; Scott Weaven; IpKin Anthony Wong,International Journal of Hospitality Management,2020,90,,102629,Elsevier BV,10.1016/j.ijhm.2020.102629,https://doi.org/10.1016/j.ijhm.2020.102629,journal-article
paper_049,"AI-Powered Renal Diet Support: Performance of ChatGPT, Bard AI, and Bing Chat","Patients with chronic kidney disease (CKD) necessitate specialized renal diets to prevent complications such as hyperkalemia and hyperphosphatemia. A comprehensive assessment of food components is pivotal, yet burdensome for healthcare providers. With evolving artificial intelligence (AI) technology, models such as ChatGPT, Bard AI, and Bing Chat can be instrumental in educating patients and assisting professionals. To gauge the efficacy of different AI models in discerning potassium and phosphorus content in foods, four AI models—ChatGPT 3.5, ChatGPT 4, Bard AI, and Bing Chat—were evaluated. A total of 240 food items, curated from the Mayo Clinic Renal Diet Handbook for CKD patients, were input into each model. These items were characterized by their potassium (149 items) and phosphorus (91 items) content. Each model was tasked to categorize the items into high or low potassium and high phosphorus content. The results were juxtaposed with the Mayo Clinic Renal Diet Handbook’s recommendations. The concordance between repeated sessions was also evaluated to assess model consistency. Among the models tested, ChatGPT 4 displayed superior performance in identifying potassium content, correctly classifying 81% of the foods. It accurately discerned 60% of low potassium and 99% of high potassium foods. In comparison, ChatGPT 3.5 exhibited a 66% accuracy rate. Bard AI and Bing Chat models had an accuracy rate of 79% and 81%, respectively. Regarding phosphorus content, Bard AI stood out with a flawless 100% accuracy rate. ChatGPT 3.5 and Bing Chat recognized 85% and 89% of the high phosphorus foods correctly, while ChatGPT 4 registered a 77% accuracy rate. Emerging AI models manifest a diverse range of accuracy in discerning potassium and phosphorus content in foods suitable for CKD patients. ChatGPT 4, in particular, showed a marked improvement over its predecessor, especially in detecting potassium content. The Bard AI model exhibited exceptional precision for phosphorus identification. This study underscores the potential of AI models as efficient tools in renal dietary planning, though refinements are warranted for optimal utility.",Ahmad Qarajeh; Supawit Tangpanithandee; Charat Thongprayoon; Supawadee Suppadungsuk; Pajaree Krisanapan; Noppawit Aiumtrakul; Oscar A. Garcia Valencia; Jing Miao; Fawad Qureshi; Wisit Cheungpasitporn,Clinics and Practice,2023,13,5,1160-1172,MDPI AG,10.3390/clinpract13050104,https://doi.org/10.3390/clinpract13050104,journal-article
